id,起运港,目的港,船公司,目的港挂靠,航线代码,LINE,航程,船期,中转港,港区,20底,40底,40HQ底,起始日期,结束日期,供应商,备注,备注1,备注2
200047,XIAMEN,"Atlanta,GA",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201011,XIAMEN,"Atlanta,GA",APL,SSPWWT,USRIPI,AW2,38,6/1,"Charleston,SC",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
212718,XIAMEN,"Atlanta Fairburn,GA",MSK,GCT,USRIPI,TP16,39,6/2,"Savannah,GA",HAIRUN,2620,3235,3235,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200251,XIAMEN,"Atlanta,GA",COSCON,APL,USIPI,AAS2,26,4/7,"Los Angeles,CA",YUANHAI,3310,4050,4050,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200306,XIAMEN,"Atlanta,GA",COSCON,ECT,USIPI,AAS3,31,2/4,"Los Angeles,CA",HAIRUN,3310,4050,4050,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199992,XIAMEN,"Atlanta,GA",APL,APL,USIPI,SC1,28,5/7,"Los Angeles,CA",YUANHAI,3860,4530,4530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200284,XIAMEN,"Atlanta,GA",COSCON,GOERGIA,USRIPI,AWE3,42,3/5,"Savannah,GA",YUANHAI,2530,3170,3170,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200325,XIAMEN,"Atlanta,GA",COSCON,GOERGIA,USRIPI,AWE4,43,6/1,"Savannah,GA",YUANHAI,2530,3170,3170,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201133,XIAMEN,"Atlanta,GA",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2530,3170,3170,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200025,XIAMEN,"Atlanta,GA",APL,Goergia,USRIPI,AW2,38,6/1,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200047,XIAMEN,"Atlanta,GA",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201011,XIAMEN,"Atlanta,GA",APL,SSPWWT,USRIPI,AW2,38,6/1,"Charleston,SC",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
212718,XIAMEN,"Atlanta Fairburn,GA",MSK,GCT,USRIPI,TP16,39,6/2,"Savannah,GA",HAIRUN,2620,3235,3235,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200251,XIAMEN,"Atlanta,GA",COSCON,APL,USIPI,AAS2,26,4/7,"Los Angeles,CA",YUANHAI,3310,4050,4050,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200306,XIAMEN,"Atlanta,GA",COSCON,ECT,USIPI,AAS3,31,2/4,"Los Angeles,CA",HAIRUN,3310,4050,4050,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199992,XIAMEN,"Atlanta,GA",APL,APL,USIPI,SC1,28,5/7,"Los Angeles,CA",YUANHAI,3860,4530,4530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200026,XIAMEN,"Buffalo,NY",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3020,3530,3530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201193,XIAMEN,"Boston,MA",COSCON,CONLEY,USEC,AWE1,38,5/6,Busan,YUANHAI,2030,2520,2520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200285,XIAMEN,"Charlotte,NC",COSCON,GOERGIA,USRIPI,AWE3,42,3/5,"Savannah,GA",YUANHAI,2580,3170,3170,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200326,XIAMEN,"Charlotte,NC",COSCON,GOERGIA,USRIPI,AWE4,43,6/1,"Savannah,GA",YUANHAI,2580,3170,3170,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201134,XIAMEN,"Charlotte,NC",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2580,3170,3170,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200027,XIAMEN,"Charlotte,NC",APL,Goergia,USRIPI,AW2,29,6/1,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200048,XIAMEN,"Charlotte,NC",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201012,XIAMEN,"Charlotte,NC",APL,SSPWWT,USRIPI,AW2,43,6/1,"Charleston,SC",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201070,XIAMEN,"Charlotte,NC",MSK,WWT N59,USRIPI,TP6,46,6/2,"Charleston,SC",HAIRUN,2801,3285,3285,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199352,XIAMEN,"Chicago,IL",MSK,FAIRVIEW,USIPI,TP8,32,5/7,"Prince Rupert,BC",SONGYU,2520,2795,2795,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199353,XIAMEN,"Chicago,IL",MSK,CENTERM,USIPI,TP9,28,6/1,"Vancouver,BC",SONGYU,2520,2795,2795,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200270,XIAMEN,"Chicago,IL",COSCON,FAIRVIEW,USIPI,CPNW,27,4/5,"Prince Rupert,BC",YUANHAI,2680,3040,3040,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200849,XIAMEN,"Chicago,IL",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Vancouver,BC",YUANHAI,2680,3040,3040,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200854,XIAMEN,"Chicago,IL",COSCON,VANTERM,USIPI,MPNW,29,2/4,"Vancouver,BC",YUANHAI,2680,3040,3040,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201282,XIAMEN,"Chicago,IL",OOCL,SSA,USIPI,PNW2,23,2/4,"Seattle,WA",YUANHAI,2830,3130,3130,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199351,XIAMEN,"Chicago,IL",MSK,LSA APM,USIPI,TP6,20,1/3,"Los Angeles,CA",SONGYU,2551,3195,3195,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199994,XIAMEN,"Chicago,IL",APL,VANTERM,USIPI,WAX,28,2/4,"Vancouver,BC",YUANHAI,2760,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200252,XIAMEN,"Chicago,IL",COSCON,APL,USIPI,AAS2,20,4/7,"Los Angeles,CA",YUANHAI,2860,3420,3420,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200307,XIAMEN,"Chicago,IL",COSCON,ECT,USIPI,AAS3,24,2/4,"Los Angeles,CA",HAIRUN,2860,3420,3420,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199995,XIAMEN,"Chicago,IL",APL,SSA,USIPI,WAX,27,2/4,"Seattle,WA",YUANHAI,3010,3530,3530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199993,XIAMEN,"Chicago,IL",APL,APL,USIPI,SC1,20,5/7,"Los Angeles,CA",YUANHAI,3050,3580,3580,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200028,XIAMEN,"Chicago,IL",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200029,XIAMEN,"Chicago,IL",APL,Goergia,USRIPI,AW2,30,6/1,"Savannah,GA",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200049,XIAMEN,"Chicago,IL",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201013,XIAMEN,"Chicago,IL",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199350,XIAMEN,"Charleston,SC",MSK,WWT N59,USEC,TP16,40,6/2,,HAIRUN,1862,2335,2335,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201293,XIAMEN,"Charleston,SC",OOCL,SSPWWT,USEC,ECX1,35,6/1,,YUANHAI,1868,2335,2335,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200245,XIAMEN,"Charleston,SC",COSCON,SSPWWT,USEC,AWE4,35,6/1,,YUANHAI,1990,2470,2470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
219517,XIAMEN,"Charleston,SC",HSD,WWT N59,USEC,ASUS SLING 3,40,6/2,,HAIRUN,2593,2607,2607,2019-08-13,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199991,XIAMEN,"Charleston,SC",APL,SSPWWT,USEC,AW2,35,6/1,,YUANHAI,2100,2610,2610,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200271,XIAMEN,"Chippewa Falls,WI",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,2940,3390,3390,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200286,XIAMEN,"Cincinnati,OH",COSCON,MAHER,USRIPI,AWE4,43,6/1,"New York,NY",YUANHAI,2980,3470,3470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201135,XIAMEN,"Cincinnati,OH",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2980,3470,3470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201284,XIAMEN,"Cincinnati,OH",OOCL,SSA,USIPI,PNW2,24,2/4,"Seattle,WA",YUANHAI,3240,3580,3580,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200030,XIAMEN,"Cincinnati,OH",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200031,XIAMEN,"Cincinnati,OH",APL,Goergia,USRIPI,AW2,40,6/1,"Savannah,GA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200050,XIAMEN,"Cincinnati,OH",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201014,XIAMEN,"Cincinnati,OH",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200253,XIAMEN,"Cincinnati,OH",COSCON,APL,USIPI,AAS2,23,4/7,"Los Angeles,CA",YUANHAI,3410,3920,3920,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200308,XIAMEN,"Cincinnati,OH",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3410,3920,3920,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200272,XIAMEN,"Cincinnati,OH",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3430,3940,3940,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201071,XIAMEN,"Cincinnati,OH",MSK,FAIRVIEW,USIPI,TP8,34,5/7,"Prince Rupert,BC",SONGYU,3351,4195,4195,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199997,XIAMEN,"Cincinnati,OH",APL,SSA,USIPI,WAX,28,2/4,"Seattle,WA",YUANHAI,3610,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199996,XIAMEN,"Cincinnati,OH",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3780,4430,4430,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200287,XIAMEN,"Cleveland,OH",COSCON,MAHER,USRIPI,AWE4,43,6/1,"New York,NY",YUANHAI,2980,3470,3470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201136,XIAMEN,"Cleveland,OH",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2980,3470,3470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201286,XIAMEN,"Cleveland,OH",OOCL,SSA,USIPI,PNW2,24,2/4,"Seattle,WA",YUANHAI,3240,3580,3580,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200032,XIAMEN,"Cleveland,OH",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201015,XIAMEN,"Cleveland,OH",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200254,XIAMEN,"Cleveland,OH",COSCON,APL,USIPI,AAS2,22,4/7,"Los Angeles,CA",YUANHAI,3410,3970,3970,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200309,XIAMEN,"Cleveland,OH",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3410,3970,3970,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200273,XIAMEN,"Cleveland,OH",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3430,3990,3990,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201072,XIAMEN,"Cleveland,OH",MSK,FAIRVIEW,USIPI,TP8,34,5/7,"Prince Rupert,BC",SONGYU,3351,4195,4195,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199999,XIAMEN,"Cleveland,OH",APL,SSA,USIPI,WAX,28,2/4,"Seattle,WA",YUANHAI,3700,4330,4330,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199998,XIAMEN,"Cleveland,OH",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3870,4530,4530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200257,XIAMEN,"Fort Worth,TX",COSCON,APL,USIPI,AAS2,21,4/7,"Los Angeles,CA",YUANHAI,2860,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200312,XIAMEN,"Fort Worth,TX",COSCON,ECT,USIPI,AAS3,25,2/4,"Los Angeles,CA",HAIRUN,2860,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200002,XIAMEN,"Dallas,TX",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3100,3630,3630,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199359,XIAMEN,"Fort Worth,TX",MSK,LSA APM,USIPI,TP6,24,1/3,"Los Angeles,CA",SONGYU,2942,3685,3685,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200288,XIAMEN,"Columbus,OH",COSCON,MAHER,USRIPI,AWE4,43,6/1,"New York,NY",YUANHAI,2980,3470,3470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201137,XIAMEN,"Columbus,OH",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2980,3470,3470,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201288,XIAMEN,"Columbus,OH",OOCL,SSA,USIPI,PNW2,24,2/4,"Seattle,WA",YUANHAI,3240,3580,3580,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200033,XIAMEN,"Columbus,OH",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201016,XIAMEN,"Columbus,OH",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200255,XIAMEN,"Columbus,OH",COSCON,APL,USIPI,AAS2,22,4/7,"Los Angeles,CA",YUANHAI,3410,4020,4020,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200310,XIAMEN,"Columbus,OH",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3410,4020,4020,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200274,XIAMEN,"Columbus,OH",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3430,4040,4040,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201073,XIAMEN,"Columbus,OH",MSK,FAIRVIEW,USIPI,TP8,35,5/7,"Prince Rupert,BC",SONGYU,3351,4195,4195,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200001,XIAMEN,"Columbus,OH",APL,SSA,USIPI,WAX,28,2/4,"Seattle,WA",YUANHAI,3810,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200000,XIAMEN,"Columbus,OH",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3740,4380,4380,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200256,XIAMEN,"Denver,CO",COSCON,SSA,USIPI,AAS2,25,4/7,"Oakland,CA",YUANHAI,3670,4150,4150,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200311,XIAMEN,"Denver,CO",COSCON,Ben E.nutter,USIPI,AAS3,29,2/4,"Oakland,CA",HAIRUN,3670,4150,4150,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201131,XIAMEN,"Denver,CO",COSCON,APL,USIPI,AAS2,23,5/7,"Los Angeles,CA",YUANHAI,3670,4150,4150,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201145,XIAMEN,"Denver,CO",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3670,4150,4150,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200003,XIAMEN,"Denver,CO",APL,APL,USIPI,SC1,24,5/7,"Los Angeles,CA",YUANHAI,3610,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201004,XIAMEN,"Denver,CO",APL,APL,USIPI,SC1,27,5/7,"Oakland,CA",YUANHAI,3780,4430,4430,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200042,XIAMEN,"Edmonton,AB",APL,VANTERM,CAIPI,WAX,25,2/4,"Vancouver,BC",YUANHAI,2010,2490,2490,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199358,XIAMEN,"Detroit,MI",MSK,FAIRVIEW,USIPI,TP8,33,5/7,"Prince Rupert,BC",SONGYU,2963,3295,3295,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200275,XIAMEN,"Detroit,MI",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3180,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200851,XIAMEN,"Detroit,MI",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Vancouver,BC",YUANHAI,3180,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200856,XIAMEN,"Detroit,MI",COSCON,VANTERM,USIPI,MPNW,29,2/4,"Vancouver,BC",YUANHAI,3180,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200022,XIAMEN,"Detroit,MI",APL,VANTERM,USIPI,WAX,28,2/4,"Vancouver,BC",YUANHAI,3190,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199357,XIAMEN,"Detroit,MI",MSK,LSA APM,USIPI,TP6,24,1/3,"Los Angeles,CA",SONGYU,2991,3745,3745,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200038,XIAMEN,"Detroit,MI",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201018,XIAMEN,"Detroit,MI",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201197,XIAMEN,"Detroit,MI",COSCON,APL,USIPI,AAS2,23,4/7,"Los Angeles,CA",YUANHAI,3460,3900,3900,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201198,XIAMEN,"Detroit,MI",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3460,3900,3900,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201008,XIAMEN,"Detroit,MI",APL,APL,USIPI,SC1,24,5/7,"Los Angeles,CA",YUANHAI,3610,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200257,XIAMEN,"Fort Worth,TX",COSCON,APL,USIPI,AAS2,21,4/7,"Los Angeles,CA",YUANHAI,2860,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200312,XIAMEN,"Fort Worth,TX",COSCON,ECT,USIPI,AAS3,25,2/4,"Los Angeles,CA",HAIRUN,2860,3520,3520,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200002,XIAMEN,"Dallas,TX",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3100,3630,3630,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199359,XIAMEN,"Fort Worth,TX",MSK,LSA APM,USIPI,TP6,24,1/3,"Los Angeles,CA",SONGYU,2942,3685,3685,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
222334,XIAMEN,"Houston,TX",MSK,BAYPORT,USGM,TP88,30,3/5,,SONGYU,1862,2335,2335,2019-08-22,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200247,XIAMEN,"Houston,TX",COSCON,BARBOUR'S CUT,USGM,GME,27,2/4,,YUANHAI,2110,2530,2530,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
219515,XIAMEN,"Houston,TX",HSD,BAYPORT,USGM,ASUS SLING 6,30,3/5,,SONGYU,2643,2657,2657,2019-08-13,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199361,XIAMEN,"Houston,TX",MSK,LSA APM,USIPI,TP6,22,1/3,"Los Angeles,CA",SONGYU,2571,3220,3220,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200004,XIAMEN,"Houston,TX",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,2850,3330,3330,2019-08-08,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200258,XIAMEN,"Houston,TX",COSCON,APL,USIPI,AAS2,20,4/7,"Los Angeles,CA",YUANHAI,2960,3720,3720,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200313,XIAMEN,"Houston,TX",COSCON,ECT,USIPI,AAS3,25,2/4,"Los Angeles,CA",HAIRUN,2960,3720,3720,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201075,XIAMEN,"Greer,SC",MSK,WWT N59,USRIPI,TP16,45,6/2,"Charleston,SC",HAIRUN,2123,2635,2635,2019-08-19,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200289,XIAMEN,"Greer,SC",COSCON,SSPWWT,USRIPI,AWE4,43,6/1,"Charleston,SC",YUANHAI,2680,3070,3070,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201138,XIAMEN,"Greer,SC",COSCON,Goergia,USRIPI,AWE3,40,3/5,"Savannah,GA",YUANHAI,2680,3070,3070,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201139,XIAMEN,"Greer,SC",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2680,3070,3070,2019-08-20,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
